  14.87600	  -3.91950
   7.85810	  -1.34210
  21.61900	   2.48360
  20.97800	   1.46080
   3.42100	   0.25603
   7.44750	  -1.94530
  18.05400	  -1.38590
   1.38400	   0.24774
  19.90300	   3.35970
   6.38010	  -0.51993
  15.06400	  -4.92650
  13.57400	  -4.32730
   1.16100	   0.01571
  15.03000	  -3.64630
   6.85470	  -1.12410
  12.16400	  -3.61790
  19.13300	   0.68767
  17.29900	   0.10154
  17.74400	   2.01670
  14.36600	  -3.84780
   6.16010	  -1.16980
   9.66560	  -2.57920
  14.58900	  -4.81020
  16.54600	  -1.68840
  13.16400	  -3.58120
  21.83800	   1.84390
  21.88200	   1.19510
   8.21720	  -2.49710
  18.04500	  -1.42190
  23.77300	   1.66370
  17.35500	  -0.21496
  23.34600	   4.21550
  14.82900	  -4.47770
  12.96900	  -4.89030
  17.75400	  -0.26397
   3.18470	   0.40155
   4.21470	   0.01426
  18.62700	   3.37260
  23.56500	   0.58051
  15.57300	  -5.88340
  23.31000	   1.25460
  23.63100	   2.55390
  17.22400	  -4.68890
  14.12200	  -3.57470
   0.19623	   1.57130
   3.59570	  -0.54876
  13.73800	  -3.41450
  22.37300	   0.17680
   0.19350	   2.00000
  13.72200	  -4.90100
  13.79600	  -3.55460
   2.82560	  -0.45424
  23.94500	   2.16760
  14.62600	  -5.62730
  23.73800	   3.67530
  21.13700	   3.30450
  21.91600	   3.40530
   3.56550	   0.02228
  13.14400	  -4.19340
  16.98300	  -1.82180
  22.87700	   2.43360
   0.23932	   2.85830
  19.31700	   5.04960
   0.30011	   2.50900
  12.93900	  -3.91470
  22.39200	   2.89310
  13.96900	  -3.23430
  15.62400	  -4.66720
   1.19860	   2.09140
   2.99680	   0.39124
   8.90640	  -2.16930
  13.78200	  -4.79770
  23.51100	   1.23530
  13.89600	  -4.11350
  14.78100	  -4.40950
   7.21790	  -1.81500
   4.98100	   1.78730
  16.03400	  -4.69790
   2.11000	   2.75250
  19.97500	   1.92170
   9.48180	  -2.96240
   6.29030	  -0.88134
  19.59200	   2.07190
  20.23600	   1.60940
   7.48880	  -1.80960
  18.37900	   0.87004
  22.96500	   2.34710
  15.59600	  -2.10240
  17.59700	   0.56979
  13.57500	  -3.74620
  20.02400	   1.34530
  22.33900	   1.68150
   9.51000	  -3.44270
  18.48700	   0.38321
   0.28420	   0.97336
  23.49900	   2.98170
  15.55000	  -5.71480
   5.76580	  -1.24780
   5.44310	   0.00934
  17.49500	  -4.22580
  23.99700	   0.59489
  17.37000	  -5.91460
   6.66140	  -1.16720
  16.38100	  -2.25280
   9.03290	  -3.08870
   8.24940	  -2.01070
  21.10100	   1.06400
   3.68350	  -0.39975
   3.01070	   0.01135
   6.78600	  -0.68273
  14.07000	  -4.46890
  14.98100	  -4.39230
  12.69800	  -3.86770
  19.40000	   1.51560
  22.64100	   1.79200
   8.94700	  -2.60030
  18.40400	  -0.50220
  21.68100	   2.86800
   6.70800	  -0.77470
  17.45700	  -3.43330
  10.45200	  -3.44440
  20.85500	   2.19660
   1.05110	   1.09110
   8.69650	  -3.00590
  16.98200	  -6.03480
